Age,Gender,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Interest,Personality
24,Male,1,7.69021,5.920459623,0.16419,2.829941167,Fiction,ENFP
46,Female,0,6.20948,6.100853281,9.65207,3.779300015,Fiction,ESTP
24,Female,1,1.64399,3.539009489,7.13218,5.206787908,Fiction,INTP
23,Male,0,7.54324,6.563621108,7.10188,5.76087541,Fiction,ESTP
31,Male,1,0.87703,5.909153902,7.03033,3.551100133,Others,INTP
20,Male,1,6.01739,3.801696499,4.94632,6.896396496,Technology,ENFP
28,Female,0,1.98894,7.089911904,7.14203,6.354471244,Arts,ISTJ
28,Female,0,5.60267,7.334436156,8.62541,6.700233171,Fiction,ESTJ
29,Female,0,0.37071,6.654861421,0.62214,6.941988787,Fiction,ISFJ
31,Male,0,7.75065,6.230518352,7.54355,7.477148077,Arts,ESTJ
23,Female,0,0.26618,6.859950433,9.34614,5.027108154,Technology,ISTP
26,Female,0,5.25823,5.339001575,9.84439,6.484954676,Fiction,ENTJ
31,Male,0,3.48595,6.709918888,6.22573,5.238756151,Sports,ISFJ
31,Male,0,8.712,6.219719513,0.96567,6.298391558,Technology,ESFJ
26,Female,0,8.11454,5.120671065,0.18639,6.935493957,Sports,ENFJ
24,Male,1,7.00185,3.370717023,9.35809,4.016540981,Fiction,ENTP
23,Male,1,3.71455,2.564706256,9.2736,3.298275349,Fiction,INTP
20,Male,0,0.43049,6.263085801,9.78974,6.117437134,Others,INTJ
26,Female,0,1.28867,3.248216046,8.84382,6.373139548,Fiction,INTJ
33,Female,0,9.82742,4.430301174,5.96364,3.569339477,Arts,ENTP
33,Male,0,1.27747,6.111166843,7.48821,1.830939434,Others,ISTP
34,Female,0,9.42997,7.390102532,9.69676,5.021957641,Sports,ESTJ
32,Female,0,2.46343,6.437800199,0.55491,5.427418185,Sports,ISFJ
31,Female,0,7.71577,6.746354727,3.93332,7.054461884,Technology,ESFJ
22,Female,1,1.98952,6.405959622,1.77408,5.024707047,Technology,INFP
26,Female,0,2.49882,6.442570612,9.7051,6.274084457,Arts,ISTJ
23,Male,1,2.28543,3.09577246,4.73695,4.702186256,Arts,INFP
27,Female,0,6.19634,7.493082968,7.86126,4.134678217,Technology,ESTP
22,Male,0,7.81748,5.085171889,7.60992,6.057933973,Fiction,ENTJ
22,Male,1,3.82798,4.510538474,7.30822,4.076428432,Arts,ENTP
28,Female,0,0.10337,5.867489182,9.23998,5.344935786,Arts,INTP
26,Female,0,8.39713,5.577389228,4.22713,1.943953438,Fiction,ENFP
24,Male,1,5.16455,6.936530384,9.64648,3.745324819,Technology,ESTP
32,Male,1,7.94815,6.872442217,9.07982,4.823958657,Others,ESTP
22,Male,0,9.51754,4.817532299,0.93702,6.878268731,Arts,ENFJ
38,Male,0,1.03638,6.519437781,7.45517,5.072887701,Sports,ISTJ
26,Male,0,9.15349,4.430436741,8.35003,6.152521655,Others,ENTJ
25,Male,0,7.70659,5.534421948,3.94535,6.556059716,Fiction,ENFJ
31,Female,0,4.55918,6.072653062,2.17384,2.73101013,Fiction,ENFP
33,Female,0,4.49709,6.905464176,5.0854,5.643400263,Sports,ESFJ
27,Male,0,1.41119,7.158356174,6.96391,6.545333797,Fiction,ISTJ
27,Female,0,8.52378,3.274307409,9.25101,4.694913559,Fiction,ENTP
40,Female,1,9.36723,6.998445585,4.92978,2.34455499,Technology,ESFP
27,Male,0,6.52552,4.386308777,0.66445,6.489603491,Others,ENFJ
24,Female,0,6.89347,5.090545585,8.35011,6.852543002,Arts,ENTJ
24,Female,0,7.7751,4.558657169,8.41791,5.693071806,Sports,ENTJ
26,Female,0,6.92533,6.485611527,1.38495,6.444046005,Sports,ESFJ
35,Female,0,0.18512,6.198476189,5.15866,7.403774273,Technology,ISFJ
26,Male,0,0.90895,2.964876854,5.61148,6.240919343,Fiction,INFJ
40,Female,0,0.10193,6.533893554,1.05678,5.996254542,Arts,ISFP
20,Female,0,2.13254,5.586012799,3.05198,6.666030179,Fiction,INFJ
26,Male,0,2.48228,8.425477751,5.20561,4.808225854,Sports,ISFP
23,Female,0,5.95703,7.095217501,9.32666,4.819050089,Fiction,ESTP
20,Male,0,9.83323,6.42870414,2.45701,6.10465451,Arts,ENFJ
25,Male,0,2.25561,6.693808853,1.23675,6.334060198,Arts,ISFJ
24,Male,1,2.72504,5.045424681,8.0155,5.16420279,Others,INTP
22,Female,0,7.92577,5.885951041,8.12513,6.899180983,Fiction,ENTJ
25,Male,0,6.14677,6.887819269,7.74112,6.127938627,Arts,ESTJ
25,Male,0,1.79826,6.230767871,1.41305,8.205609203,Fiction,ISFJ
27,Female,1,6.87487,6.816964674,4.58686,4.118025941,Technology,ESFP
23,Female,1,0.00233,6.101769418,7.41265,3.842720285,Arts,ISTP
24,Female,0,2.61377,7.143152219,2.01645,6.437739647,Arts,ISFJ
31,Female,1,1.37024,6.151835536,1.56314,4.032224278,Fiction,ISFP
24,Female,1,6.69637,7.319771995,0.19099,3.38991304,Fiction,ESFP
23,Male,1,4.53326,4.269613683,2.00363,5.699234894,Arts,INFP
25,Male,1,3.47703,6.717445455,1.66172,4.550051164,Fiction,ISFP
32,Male,0,2.07874,3.861089721,8.39425,4.625003558,Fiction,INTP
24,Male,0,3.3504,3.278282851,8.04863,4.817833685,Fiction,INTP
24,Female,0,1.50518,6.809805533,1.45769,7.473114552,Others,ISFJ
38,Male,0,4.58087,6.400888527,9.48543,4.629441521,Arts,ESTP
32,Male,0,0.8559,7.277923683,7.22556,7.646359969,Fiction,ISTJ
30,Female,1,2.20485,6.280538636,8.91166,5.140883216,Fiction,ISTP
24,Male,0,4.72375,8.807320055,7.92283,5.720522346,Fiction,ISTP
25,Female,0,0.79372,6.528552122,2.65929,6.962912954,Others,ISFJ
22,Male,1,9.83664,4.136025564,9.09126,2.792387333,Technology,ENTP
26,Female,0,5.56829,6.611699288,9.235,7.338454673,Fiction,ESTJ
28,Female,0,0.94433,6.230267196,2.57605,6.257365446,Others,ISFJ
26,Male,0,1.33282,4.710363525,4.87962,5.44504655,Fiction,INFP
32,Male,0,2.80429,6.726371595,3.07198,4.762157896,Technology,ISFP
23,Male,0,0.26382,5.754518736,1.04892,5.378894213,Arts,INFP
25,Male,0,5.6679,4.085166975,2.92582,5.658067119,Arts,ENFP
26,Female,0,9.31309,4.687922564,4.79733,6.109627822,Technology,ENFJ
25,Male,0,3.85168,5.112350917,3.99707,6.138517578,Arts,INFJ
28,Male,0,4.2752,7.419389043,1.25405,4.730546854,Arts,ESFP
34,Male,0,2.61069,3.504204635,1.29437,5.0481858,Sports,INFJ
32,Male,0,5.73335,6.425899937,1.04579,6.105549624,Technology,ESFJ
27,Female,1,3.04666,5.820326313,7.39886,2.608744192,Technology,INTP
33,Female,0,0.32933,6.504758086,5.36763,4.844504469,Arts,ISTP
22,Female,0,8.92824,5.992246551,5.03394,6.364533817,Others,ENFJ
28,Female,0,0.57675,5.66330877,2.35669,6.145932671,Technology,INFJ
25,Male,0,1.67455,5.724744603,0.46473,6.150573728,Fiction,INFJ
34,Male,1,0.66533,6.10053958,0.47339,3.666643776,Fiction,ISFP
27,Female,0,4.8816,6.219829482,6.07744,6.745815229,Others,ESTJ
22,Male,1,4.60867,4.592909856,8.92911,2.312838273,Fiction,ENTP
25,Male,0,9.86824,5.119679614,6.85347,5.239172244,Sports,ENTJ
21,Male,0,3.9967,5.398553681,9.7913,4.663697501,Fiction,INTP
25,Female,1,6.64972,5.701607492,2.91655,4.695572119,Arts,ENFP
31,Male,0,0.10073,6.691296859,9.32082,7.127123809,Technology,ISTJ
19,Male,1,0.80875,5.481688998,7.27358,6.08779627,Fiction,INTP
26,Female,0,0.99408,6.257102225,7.98356,6.5216453,Others,ISTJ
27,Male,0,7.66368,7.253086351,5.74177,3.853481518,Others,ESFP
30,Male,1,7.95437,4.150945189,8.84332,4.763646614,Fiction,ENTP
25,Male,0,1.79517,7.434381582,9.39244,6.510010452,Technology,ISTJ
25,Female,0,2.32449,6.419768578,6.82876,6.056133933,Fiction,ISTJ
29,Male,0,9.69488,6.987901606,6.72441,5.537522836,Fiction,ESTP
24,Female,0,0.43925,6.688309743,8.25254,5.286330482,Sports,ISTJ
23,Male,0,3.62301,6.285287709,8.36009,6.774766228,Fiction,ISTJ
34,Male,1,7.24398,6.485119637,9.74491,3.957239989,Others,ESTP
27,Female,0,8.7773,4.701168306,3.25141,5.388486485,Sports,ENFJ
27,Male,0,8.55219,4.773518039,5.8946,7.587963242,Arts,ENTJ
30,Female,0,8.36436,6.18269393,6.13959,6.02398782,Arts,ESTJ
26,Male,0,7.58592,6.219888158,5.76474,6.363726026,Fiction,ESFJ
20,Male,0,4.02986,4.197781862,2.05093,6.614324447,Sports,INFJ
20,Female,0,4.28203,7.605495233,3.98166,8.234896502,Fiction,INFJ
28,Female,0,2.74715,6.242095078,8.40656,6.059212247,Others,ESTJ
29,Female,0,6.79055,6.338445464,7.55939,2.397395321,Technology,ESTP
27,Female,0,8.42617,5.779363126,0.96356,6.640517191,Fiction,ENFJ
23,Female,0,2.2147,4.566359882,3.03771,5.85726231,Sports,INFJ
22,Female,0,8.80956,4.877108864,7.67371,7.416737852,Fiction,ENTJ
29,Male,1,9.78667,6.28923299,9.29869,4.472585719,Technology,ESTP
22,Female,0,9.76249,2.165538158,6.47602,5.580917752,Technology,ENTP
31,Male,0,6.88885,6.456206458,9.6166,6.057938921,Sports,ESTJ
29,Male,0,7.43413,7.040177025,3.64221,4.919685075,Others,ESFP
26,Male,0,5.2499,6.533331107,6.78731,2.340047795,Sports,ESTP
23,Female,1,7.06613,6.703269665,5.24301,5.043059196,Arts,ESTP
32,Male,0,0.4394,5.509004813,0.55526,5.223055229,Sports,INFJ
37,Male,1,1.71768,6.375473902,7.08399,4.228128727,Technology,ISTP
32,Male,0,2.88406,6.034629798,5.55838,7.291246412,Arts,INTJ
22,Male,0,1.29195,3.326786826,0.44856,5.440251556,Others,INFP
26,Male,0,6.49279,6.468437815,7.19355,4.9485303,Fiction,ESTP
24,Male,0,2.17176,6.260122322,1.81147,5.790080643,Arts,ISFP
28,Female,0,2.84018,6.028960289,0.67987,7.854796806,Fiction,INFJ
25,Female,1,0.39686,6.176507774,6.85751,6.314795124,Fiction,ISTP
34,Male,0,7.21375,6.246188835,9.54327,6.22194775,Fiction,ESTJ
19,Male,0,4.48949,5.220671155,9.32181,5.832208505,Sports,INTJ
22,Male,0,7.80652,4.794553578,1.22069,6.390508483,Fiction,ENFJ
22,Male,0,2.65317,4.2988416,2.01859,5.192761559,Sports,INFJ
32,Male,0,3.31933,6.625923754,7.07392,4.520931154,Technology,ISTP
31,Male,0,0.94671,6.978062736,5.15159,4.379924842,Sports,ISFP
27,Female,0,2.10903,6.392368128,7.61557,6.287941502,Fiction,ISTJ
28,Male,0,8.1323,6.676756424,7.98465,4.049635929,Fiction,ESTP
25,Male,0,0.81208,5.959649,1.21313,5.434574563,Fiction,INFP
28,Male,0,4.56655,6.180263927,2.83388,6.132874857,Fiction,ESFJ
20,Male,0,7.8295,3.761664209,1.62079,6.137642813,Fiction,ENFJ
35,Male,0,4.17822,6.303883792,1.83978,6.784377973,Technology,ISFJ
19,Male,0,3.82171,4.505214849,2.41027,4.429470782,Fiction,ENFP
26,Male,0,5.99557,5.445627635,4.11886,7.37050739,Fiction,ENFJ
22,Male,1,3.32406,3.542128049,1.41562,7.19685593,Arts,INFP
29,Female,0,6.36855,4.091114184,8.63151,5.043801905,Arts,ENTP
28,Male,1,2.67426,5.269360238,0.19669,5.812885485,Fiction,INFP
30,Female,0,0.48234,6.594415908,7.61874,6.025763589,Fiction,ISTJ
26,Male,0,1.10588,6.249481236,4.78997,4.509223583,Arts,INFP
26,Female,0,0.29659,4.943029055,7.54623,6.563345815,Fiction,INTJ
24,Female,0,3.12375,6.254777215,5.51038,5.88179108,Fiction,ISTP
33,Female,0,1.06942,5.040964974,9.43405,7.172363121,Fiction,INTJ
25,Female,1,6.03117,6.484678995,2.47744,2.602216219,Fiction,ESFP
24,Female,0,9.3706,4.492212388,7.54416,6.666666758,Others,ENTJ
35,Female,0,2.7904,6.389397765,7.16202,5.088384307,Fiction,ISTP
22,Female,0,9.17307,6.23038986,8.20738,5.303739718,Technology,ENTP
26,Male,0,4.29855,6.223066577,6.64384,6.563677248,Fiction,ISTJ
23,Male,0,3.59225,5.156542257,8.39576,6.042187207,Arts,INTJ
26,Female,0,3.04687,4.516481296,6.3593,6.396239855,Others,INTJ
33,Male,0,4.13005,5.925301706,1.61521,7.59950328,Technology,ENFJ
23,Female,0,9.01443,5.275748728,2.74556,5.215484499,Sports,ENFJ
25,Female,0,2.30089,6.190641279,7.96241,6.597210681,Others,ISTJ
22,Female,0,4.96112,6.419179004,5.84868,2.576891054,Others,ESTP
35,Male,0,6.89686,5.755917475,7.74346,6.455161861,Fiction,ENTJ
31,Male,0,8.48509,6.34129089,8.92699,0,Fiction,ESTP
22,Male,0,6.66005,4.200637744,6.55566,4.647203325,Others,ENTP
21,Female,0,7.29143,4.551004697,8.62359,4.173494059,Technology,ENTP
23,Female,0,2.45965,5.165411841,6.34343,6.145747759,Fiction,INTJ
24,Male,0,3.58624,7.511318339,6.77217,5.501219272,Sports,ISTJ
28,Male,0,2.01853,6.494885903,5.67746,4.869052652,Technology,ISFP
27,Female,0,1.80826,7.016669699,1.78936,6.070808622,Sports,ISFJ
27,Male,0,7.06717,6.500859572,3.41625,1.30379346,Technology,ESFP
24,Male,1,6.69339,4.049773725,7.37665,2.864908249,Fiction,ENTP
28,Male,0,6.89745,7.6152259,9.57109,6.102593004,Fiction,ESTJ
27,Male,0,0.15368,6.514740887,7.72728,4.409385744,Arts,ISTP
28,Female,0,1.11062,6.050290501,6.98826,4.330983671,Fiction,INTP
21,Male,0,3.58894,7.151448866,2.54076,4.300805452,Arts,INFP
24,Male,0,5.72224,5.723125288,3.70866,6.005049234,Others,ENFJ
27,Female,0,1.98204,6.207571427,8.22752,5.436550104,Fiction,ISTP
21,Male,0,8.00499,5.096808855,8.80276,4.895603886,Arts,ENTP
20,Male,1,5.16799,4.463207829,6.91521,5.364855636,Fiction,INTP
20,Male,0,1.45633,5.403034328,9.49838,6.089087651,Arts,INTJ
29,Female,0,9.35512,6.792505847,4.15357,5.460191923,Fiction,ESFP
27,Male,0,0.51277,6.323938895,2.90329,6.181924375,Arts,ISFJ
27,Male,1,8.454,6.796989951,5.8243,5.204050057,Technology,ESFP
24,Male,0,8.75252,4.069472949,3.63881,3.574231199,Fiction,ENFP
25,Male,1,9.24073,7.049645962,1.8349,4.725850047,Sports,ESFP
31,Male,0,4.31885,5.392720744,4.61299,4.631760431,Fiction,INFP
28,Female,0,5.7719,4.215397306,6.31039,5.588065301,Fiction,ENTP
27,Male,0,3.90017,6.207688742,7.6596,2.65350115,Others,ESTP
26,Male,0,6.18414,6.389583638,9.03873,6.908316456,Fiction,ESTJ
26,Male,1,2.24088,7.784107641,4.45621,5.231163506,Technology,ISFP
29,Male,0,6.33404,6.55464264,7.9986,6.626863983,Technology,ESTJ
22,Female,0,6.82438,5.415125465,0.71372,6.298605504,Fiction,ENFJ
24,Male,0,2.84895,6.95045064,2.43726,7.764946854,Arts,INFJ
24,Male,0,4.75781,3.987914844,8.36248,5.262248766,Sports,INTJ
27,Male,0,6.92021,6.856111986,5.06292,6.113027723,Fiction,ESFJ
34,Female,0,5.0549,1.597422155,0.34068,6.62429251,Technology,ENFJ
23,Female,0,9.39647,5.167507264,0.58884,6.327686086,Technology,ENFJ
34,Female,1,3.34565,6.470722905,2.62414,6.002208999,Others,ISFP
34,Male,0,3.72094,6.302671842,3.83735,6.306993235,Technology,ESFJ
27,Male,0,8.08092,6.98587344,0.45557,6.736939084,Fiction,ESFJ
29,Male,1,0.03363,5.567680114,9.54958,4.182458931,Fiction,INTP
34,Male,1,0.45885,5.06895115,5.49129,3.17792309,Arts,INFP
23,Female,0,0.13246,4.367025487,0.10256,6.415327841,Fiction,INFJ
27,Male,1,1.55879,5.770996794,1.65582,4.197321651,Arts,INFP
31,Female,0,4.28989,6.200372174,7.34203,4.084518525,Arts,ESTP
25,Female,0,1.27819,6.311874271,3.34002,5.382352589,Sports,ISFJ
33,Female,0,6.57949,3.764747715,7.83136,6.30759441,Fiction,ENTJ
27,Female,1,5.71415,7.206741243,0.22566,5.316862744,Fiction,ESFP
25,Male,0,7.24694,6.617413047,5.91586,2.615535152,Technology,ESFP
22,Male,0,8.37939,6.178066426,2.81212,7.225908193,Arts,ESFJ
36,Female,0,0.31126,6.775673157,0.55326,4.689721213,Fiction,ISFP
35,Female,0,3.09803,6.443077971,1.75194,5.859228023,Arts,ISFP
24,Female,0,8.24833,4.47566343,7.04958,5.175733516,Sports,ENTJ
34,Male,0,2.44007,3.139351647,0.64626,5.207361827,Sports,INFJ
31,Female,0,5.35605,6.168583294,8.78929,5.263038352,Sports,ESTJ
25,Female,1,0.4367,5.510657667,2.93086,4.062376948,Fiction,INFP
25,Female,0,3.92695,5.326835452,4.78991,4.971704323,Sports,INFP
31,Female,0,0.39015,7.043122902,4.13372,6.292577198,Arts,ISFJ
24,Male,1,4.80402,6.072413655,1.33655,5.844356115,Fiction,ENFP
26,Male,1,9.12536,7.860397584,8.44724,7.465050187,Fiction,ESTP
26,Female,1,6.87958,6.464689075,6.38811,4.797661975,Others,ESTP
27,Female,1,2.23755,6.525789512,7.94059,6.066647798,Others,ISTP
24,Male,1,5.86504,6.699468007,6.8707,6.572575616,Others,ESTP
21,Male,1,5.70101,4.233879166,0.14711,6.11439051,Technology,ENFP
26,Female,0,8.63805,4.234948662,6.55794,4.409594291,Technology,ENTP
28,Female,0,2.03661,3.977156101,0.57615,6.113165592,Fiction,INFJ
28,Male,1,0.05041,4.577201707,8.09609,5.787085123,Fiction,INTP
24,Female,0,9.83347,6.355910969,7.55945,6.284396079,Others,ESTJ
32,Female,1,3.37126,6.188344845,1.60493,3.45458605,Fiction,ESFP
20,Female,0,6.09318,6.169474895,7.8238,6.41771712,Arts,ENTJ
28,Male,0,1.8694,3.231951133,4.03441,4.456325437,Fiction,INFP
34,Female,0,6.56027,5.312038145,5.42811,6.115856606,Technology,ENFJ
25,Male,0,0.57894,4.118484227,2.55037,5.539472067,Sports,INFJ
27,Male,0,7.05723,5.646225177,4.79492,6.692867627,Technology,ENFJ
25,Male,1,3.45867,7.629762083,7.00606,2.167419831,Fiction,ISTP
33,Female,0,7.39145,3.855157509,9.24109,6.043298818,Fiction,ENTJ
22,Female,0,7.8155,4.692717339,3.69992,6.954939439,Fiction,ENFJ
29,Female,0,9.75704,7.056308384,1.70418,6.703165056,Fiction,ESFJ
24,Female,1,8.77467,6.183681913,8.53753,5.250614436,Fiction,ESTP
21,Female,1,5.40209,7.168153848,4.08136,4.755397557,Arts,ENFP
23,Male,0,2.71947,7.382364402,9.63042,5.403399121,Sports,INTJ
25,Male,0,7.46208,7.294549384,3.97731,3.389969109,Fiction,ESFP
30,Male,0,5.40573,8.040743351,7.27857,6.260635868,Fiction,ESTJ
30,Male,0,1.45885,6.494168247,8.9624,3.192751716,Arts,ISTP
24,Male,0,7.39922,6.153201967,5.95571,3.632826055,Fiction,ESFP
20,Male,0,0.48373,5.904232796,6.78211,7.516226492,Others,INTJ
28,Male,1,5.19256,7.191303283,7.31701,4.691784368,Technology,ISTP
28,Male,0,5.61444,4.812876082,5.77255,6.750850598,Arts,ENTJ
25,Female,0,0.60684,4.63960457,1.27971,6.220545445,Fiction,INFJ
38,Male,0,7.49473,6.676455638,0.73249,1.968636804,Arts,ESFP
27,Male,0,5.94861,4.436754739,0.53335,6.219549099,Arts,ENFJ
39,Male,0,4.01056,6.419581402,5.07008,6.053449157,Others,ISFJ
26,Female,1,4.49088,6.205542452,2.66026,4.35977064,Arts,ESFP
39,Male,0,1.11066,6.383789122,4.30796,6.718458118,Fiction,ISFJ
24,Female,0,3.16342,4.295485077,5.91565,7.08641816,Others,INTJ
28,Female,0,6.61995,8.030086324,7.05867,6.214266137,Fiction,ESTJ
20,Female,0,0.19,4.707613836,5.7269,4.470530839,Fiction,INTP
37,Male,0,0.17433,5.690016348,8.0478,6.030117494,Arts,INTJ
38,Male,1,8.02117,4.409558061,2.15805,3.476892411,Arts,ENFP
26,Male,0,1.51368,6.277497056,7.13874,7.967043835,Fiction,ISTJ
27,Female,0,0.31785,6.748592581,0.80607,6.786308178,Fiction,ISFJ
35,Male,1,8.14362,6.218273127,4.49221,6.404793067,Technology,ESFP
28,Male,0,8.4971,2.905609554,8.83907,6.576347769,Arts,ENTJ
26,Female,0,2.46951,6.155203496,0.39846,3.895809358,Technology,ISFP
23,Male,0,5.08513,5.972485359,3.28384,2.624711048,Technology,INFP
35,Male,0,7.20933,6.834226153,7.92117,5.242702773,Sports,ESTJ
25,Female,0,7.58379,6.440420547,2.63645,6.49874118,Fiction,ESFJ
26,Male,1,0.42226,3.128538996,3.31223,4.30374516,Fiction,INFP
25,Male,0,4.09108,4.603145813,5.13108,6.223846649,Arts,INFJ
20,Male,0,3.16211,6.005227373,6.18429,6.108158679,Technology,INFJ
30,Male,0,0.8952,6.5797015,7.22962,6.701668018,Others,ISTJ
23,Male,0,6.2645,4.204386732,8.62706,6.950028131,Technology,ENTJ
28,Male,0,8.80303,4.845607667,7.7945,6.723324913,Fiction,ENTJ
28,Male,0,2.94488,6.321144421,5.73792,6.905785385,Fiction,ISFJ
36,Male,0,2.40255,6.953028086,8.23748,6.7968754,Fiction,ISTJ
21,Male,1,0.70946,5.672609129,1.77769,4.250852362,Sports,INFP
23,Female,0,5.8494,4.240614164,5.54808,6.429471896,Sports,ENTJ
20,Male,0,4.47722,3.623135143,4.72633,4.926419865,Others,INFP
22,Female,0,3.50289,5.588716005,0.37445,6.178592075,Arts,INFJ
22,Female,0,9.82525,7.064524025,8.09956,6.210409279,Arts,ENTJ
23,Female,1,7.91649,5.498230723,1.36659,5.575064977,Others,ENFP
28,Male,0,7.71386,7.658416858,3.46135,3.594958981,Fiction,ESFP
26,Female,0,1.64278,5.980542218,8.10822,5.433318731,Sports,INTJ
24,Male,0,2.57179,7.032304018,6.36629,7.201695676,Technology,ISFJ
23,Female,0,3.00112,5.418158544,4.98971,5.174312583,Arts,ENTP
34,Female,0,8.51112,4.296980896,7.43448,5.135547556,Sports,ENTJ
25,Female,0,7.78433,4.601300477,0.94143,6.562577613,Arts,ENFJ
25,Male,1,2.7426,2.811106092,2.55231,3.435635611,Technology,INFP
33,Male,1,4.30408,8.163774941,6.44339,5.916294255,Fiction,ISFP
26,Female,0,9.02994,6.308789935,9.14493,6.533157022,Sports,ESTJ
22,Male,0,1.27403,4.365988808,1.22672,5.69194384,Arts,INFP
24,Female,0,5.34256,6.245617032,9.36695,5.045398328,Arts,ESTP
23,Female,0,1.09467,4.50118443,7.28297,5.708558038,Sports,INTJ
29,Male,0,1.31205,7.51130718,8.97258,6.66871625,Arts,ISTJ
31,Male,0,3.28463,6.685784018,7.64206,4.552028539,Fiction,ISTP
30,Male,0,7.58918,6.155766127,2.37007,4.681657523,Others,ESFP
28,Female,1,0.98072,3.808205508,0.07963,3.801426826,Arts,INFP
23,Male,0,8.63376,6.485241014,3.34624,6.113508978,Fiction,ESFJ
25,Female,0,3.75562,6.81963648,2.42842,6.300434433,Fiction,ESFJ
28,Male,0,7.92261,7.255993785,7.07348,4.349094067,Fiction,ESTP
25,Male,0,6.44534,6.895531923,1.11893,3.683230348,Arts,ESFP
38,Male,0,6.44064,5.387576598,1.30056,6.92607769,Fiction,ENFJ
26,Female,0,7.43467,5.385929419,4.31521,3.599326371,Fiction,ENFP
32,Male,0,1.62452,6.136747895,4.84677,6.605552124,Fiction,ISFJ
31,Male,1,0.33818,6.332931714,9.97513,3.816047859,Fiction,ISTP
26,Male,0,2.49019,4.1432634,0.87376,5.275319648,Sports,INFJ
23,Female,0,5.28193,5.523199485,3.64925,4.155768991,Technology,ENFP
21,Female,0,2.53646,4.999132139,3.16381,6.495815316,Fiction,INFJ
27,Male,0,9.79815,6.785993184,0.74859,4.503880026,Sports,ESFP
32,Male,0,2.22413,6.189948452,7.96704,7.494421768,Others,ISTJ
29,Male,0,9.35496,6.900688767,6.66197,4.349940299,Sports,ESTP
29,Male,1,5.86868,6.51969564,9.79627,5.773279753,Arts,ESTP
26,Male,0,4.66326,6.861452049,0.48165,4.018845347,Fiction,ISFP
29,Female,0,2.75296,7.069915246,4.53334,7.394238764,Fiction,ESFJ
41,Female,0,7.02509,6.156325437,7.65595,5.172312565,Others,ESTP
23,Male,0,3.44962,7.057427376,4.52844,5.486897484,Others,ISFP
24,Female,0,1.8491,6.434424558,7.457,6.302260224,Technology,ISTJ
23,Female,1,2.87511,4.081240145,6.89345,5.108800396,Arts,INTP
24,Female,0,4.29733,5.794480683,0.19577,6.460324861,Sports,ENFJ
22,Female,0,0.33161,7.032026246,8.26891,5.068442122,Technology,ISTP
27,Male,0,2.89107,6.364862114,0.82253,7.042483143,Fiction,ISFJ
26,Female,0,4.16889,6.381738868,1.86142,5.828878308,Sports,ESFJ
29,Male,0,9.10062,6.229863171,6.8287,4.349747802,Fiction,ESTP
31,Female,0,0.5185,4.94127404,9.58322,6.527437982,Arts,INTJ
24,Male,1,9.77347,6.233223668,8.46834,6.990149171,Others,ESTP
22,Male,0,3.39296,4.769925482,8.73066,4.079038524,Fiction,INTP
22,Male,0,9.65068,6.666310235,8.37685,6.134567814,Others,ENTJ
33,Male,1,3.54207,5.89822178,9.10221,4.649027151,Others,INTP
23,Male,0,4.92648,6.592162737,8.4023,6.115154051,Arts,ISTJ
28,Female,1,3.82991,6.649349,8.95588,4.382700677,Technology,ESTP
21,Female,0,0.57845,5.486168667,7.16512,6.446115765,Fiction,INTJ
19,Male,1,1.12001,4.945687196,6.5493,2.586219027,Fiction,INTP
22,Female,1,4.13103,6.615771053,7.17582,5.78025403,Fiction,ISTP
26,Male,0,1.9272,5.774391852,4.33941,6.989382181,Fiction,INFJ
22,Male,1,0.26747,5.067587071,9.65822,3.654686335,Fiction,INTP
25,Male,0,5.48755,6.506460908,9.25725,5.321687557,Sports,ESTJ
22,Male,1,0.38448,5.504327384,1.74574,5.490228857,Fiction,INFP
22,Male,0,3.29421,6.123358215,7.48414,6.40080197,Technology,INTJ
31,Female,1,7.31167,7.171040107,0.66883,6.183217438,Arts,ESFP
26,Female,0,9.97274,4.365105759,6.77798,7.208811133,Fiction,ENTJ
25,Male,0,9.16436,3.06756997,0.53147,4.424529408,Fiction,ENFP
29,Male,0,7.59241,6.26928442,0.50914,6.242782159,Others,ESFJ
31,Female,0,3.45969,5.963313509,9.72298,5.831409749,Sports,ENTJ
30,Male,0,6.53904,4.017740598,5.67422,1.326527877,Technology,ENFP
32,Male,0,0.39358,6.991763642,5.30218,6.964656551,Others,ISFJ
31,Male,0,4.58224,6.218797197,2.65501,3.935083274,Fiction,ISFP
27,Male,0,8.72966,6.319164904,5.33403,4.422487356,Arts,ESFP
23,Female,1,3.10392,7.149292395,3.59629,4.61940272,Fiction,ISFP
23,Female,0,0.19877,5.093538852,3.59432,6.305952275,Fiction,INFJ
23,Male,1,5.9592,7.002876655,8.60729,4.841669922,Fiction,ESTP
23,Male,1,2.25517,6.00259141,8.8389,3.636446659,Others,INTP
31,Male,1,3.70131,6.405859767,7.05666,5.202875315,Technology,ISTP
41,Female,0,7.08327,4.536223521,4.21759,3.903318806,Sports,ENFP
28,Male,1,3.21787,5.990042968,0.99503,6.11569061,Arts,INFP
28,Male,0,3.13042,7.641704735,6.47208,6.148563845,Others,ISFJ
23,Female,0,4.67196,3.914408806,7.01378,5.303068468,Sports,ENTJ
31,Male,0,7.65552,5.164928269,0.42175,4.505976266,Arts,ENFP
